id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
22509,0.218481,0,0,The Devil's Arithmetic,"['Kirsten Dunst', 'Brittany Murphy', 'Mimi Rogers', 'Leonardas Pobedonoscevas', 'Mantas VaitiekÅ«nas']",Donna Deitch,"['based on novel', 'tradition', 'holocaust', 'nazis', 'rabbi']",95,"['Drama', 'Science Fiction', 'Thriller']","['Lietuvos Kinostudija', 'Punch Productions']",1999-03-28,11,5.9,1999,0.0,0.0
815,0.20768,23000000,0,Animal Farm,"['Kelsey Grammer', 'Ian Holm', 'Julia Louis-Dreyfus', 'Julia Ormond', 'Pete Postlethwaite']",John Stephenson,"['revolution', 'human being', 'pig', 'farm', 'battle for power']",91,"['Family', 'Drama', 'Comedy']",['Turner Network Television'],1999-10-03,21,5.6,1999,30108215.4716694,0.0
31183,0.207575,0,0,The Magical Legend of the Leprechauns,"['Randy Quaid', 'Whoopi Goldberg', 'Roger Daltrey', 'Colm Meaney', 'Kieran Culkin']",John Henderson,['magic'],139,['Fantasy'],"['Hallmark Entertainment', 'RTL']",1999-11-07,16,6.4,1999,0.0,0.0
53875,0.202456,0,0,Journey to the Center of the Earth,"['Treat Williams', 'Jeremy London', 'Tushka Bergen', 'Hugh Keays-Byrne', 'Bryan Brown']",George T. Miller,['dinosaur'],180,"['Adventure', 'Fantasy', 'Action', 'Science Fiction', 'Family']",['Unknown'],1999-07-07,11,5.2,1999,0.0,0.0
13589,0.20056,0,0,Eddie Izzard: Dress to Kill,['Eddie Izzard'],Lawrence Jordan,['stand-up'],114,"['Comedy', 'Foreign']",['Unknown'],1999-06-14,10,7.1,1999,0.0,0.0
24071,0.198477,0,0,Mumford,"['Loren Dean', 'Hope Davis', 'Jason Lee', 'Alfre Woodard', 'Zooey Deschanel']",Lawrence Kasdan,['Unknown'],112,"['Comedy', 'Drama', 'Romance']",['Touchstone Pictures'],1999-09-24,10,5.6,1999,0.0,0.0
18212,0.195796,0,0,Better Than Chocolate,"['Karyn Dwyer', 'Christina Cox', 'Wendy Crewson', 'Ann-Marie MacDonald', 'Peter Outerbridge']",Anne Wheeler,"['female nudity', 'transsexuality', 'canada', 'eroticism', 'coming out']",101,"['Drama', 'Romance']","['British Columbia Film', 'CITY-TV', 'Government of British Columbia Film Incentive BC Program']",1999-02-14,12,5.8,1999,0.0,0.0
10496,0.193797,0,0,Bats,"['Lou Diamond Phillips', 'Dina Meyer', 'Bob Gunton', 'Leon Robinson', 'Carlos Jacott']",Louis Morneau,"['attack', 'closed mine', 'teen couple eaten', 'bat attack', 'dead teen couple']",91,"['Horror', 'Thriller']",['Destination Films'],1999-10-22,10,4.2,1999,0.0,0.0
46435,0.187628,0,0,Topsy-Turvy,"['Allan Corduner', 'Jim Broadbent', 'Timothy Spall', 'Dexter Fletcher', 'Shirley Henderson']",Mike Leigh,"['prostitute', 'musical', 'biography', 'telephone call', 'cigar smoking']",160,"['Comedy', 'Drama', 'Music']","['Newmarket Capital Group', 'Goldwyn Films', 'The Greenlight Fund', 'Thin Man Films']",1999-09-03,14,6.5,1999,0.0,0.0
10916,0.170248,0,0,Babylon 5: A Call to Arms,"['Bruce Boxleitner', 'Jerry Doyle', 'Jeff Conaway', 'Carrie Dobro', 'Peter Woodward']",Michael Vejar,"['space marine', 'nightmare', 'space war', 'alien life-form', 'space']",94,"['Action', 'Drama', 'Science Fiction', 'Adventure']","['Babylonian Productions', 'Turner Network Television (TNT)']",1999-01-03,13,6.8,1999,0.0,0.0
28029,0.167869,14000000,0,A Walk on the Moon,"['Diane Lane', 'Viggo Mortensen', 'Liev Schreiber', 'Anna Paquin', 'Tovah Feldshuh']",Tony Goldwyn,"['adultery', 'woodstock', '1960s']",107,"['Drama', 'Romance']","['Miramax Films', 'Village Roadshow Pictures', 'Groucho II Film Partnership', 'Punch 21 Productions']",1999-01-29,11,6.4,1999,18326739.8523205,0.0
10359,0.166168,10000000,0,Resurrection,"['Christopher Lambert', 'Leland Orser', 'Barbara Tyson', 'Mike Anscombe', 'Jeff J.J. Authors']",Russell Mulcahy,"['chicago', 'jesus christ']",103,"['Crime', 'Drama', 'Horror']","['Interlight', 'Baldwin/Cohen Productions']",1999-06-05,19,6.1,1999,13090528.4659432,0.0
14005,0.081035,0,0,Terror Firmer,"['Will Keenan', 'Alyce LaTourelle', 'Lloyd Kaufman', 'Trent Haaga', 'Sheri Wenden']",Lloyd Kaufman,"['parody', 'serial killer', 'camp', 'troma']",114,"['Comedy', 'Horror']","['Troma Entertainment', 'Santa Monica Holdings']",1999-05-01,10,6.3,1999,0.0,0.0
54004,0.162638,0,0,Passport to Paris,"['Mary-Kate Olsen', 'Ashley Olsen', 'Peter White', 'Matt Winston', 'Yvonne SciÃ²']",Alan Metter,"['paris', 'grandfather', 'twins', 'american abroad', 'teenage romance']",87,"['Comedy', 'Drama', 'Family']",['Hollyridge Productions'],1999-11-09,28,6.1,1999,0.0,0.0
5319,0.161076,0,0,Hum Dil De Chuke Sanam,"['Aishwarya Rai Bachchan', 'Salman Khan', 'Ajay Devgn', 'Vikram Gokhale', 'Smita Jaykar']",Sanjay Leela Bhansali,"['tradition', ""love of one's life"", 'hindu', 'faith', 'hinduism']",188,"['Drama', 'Romance']",['Bhansali Films'],1999-06-18,16,6.6,1999,0.0,0.0
25752,0.153649,0,0,Children of the Corn 666: Isaac's Return,"['John Franklin', 'Natalie Ramsey', 'Paul Popowich', 'Nancy Allen', 'Stacy Keach']",Kari Skogland,"['coma', 'woman director']",82,"['Horror', 'Mystery']",['Blue Rider Pictures'],1999-10-19,11,3.4,1999,0.0,0.0
12479,0.175782,12000000,0,Breakfast of Champions,"['Bruce Willis', 'Albert Finney', 'Nick Nolte', 'Barbara Hershey', 'Glenne Headly']",Alan Rudolph,"['wife husband relationship', 'success', 'author', 'extramarital affair']",110,['Comedy'],['Hollywood Pictures'],1999-02-13,15,4.8,1999,15708634.1591318,0.0
28902,0.145004,0,0,In Dreams,"['Annette Bening', 'Aidan Quinn', 'Stephen Rea', 'Robert Downey Jr.', 'Paul Guilfoyle']",Neil Jordan,"['based on novel', 'suicide attempt', 'dream', 'victim of murder', 'kidnapping and murder']",100,"['Drama', 'Thriller']","['DreamWorks SKG', 'Amblin Entertainment']",1999-01-15,15,4.7,1999,0.0,0.0
17078,0.134902,0,0,Rang-e khoda,"['Hossein Mahjoub', 'Mohsen Ramezani', 'Salameh Feyzi', 'Farahnaz Safari', 'Elham Sharifi']",Majid Majidi,['Unknown'],90,"['Family', 'Drama']",['Varahonar Company'],1999-02-08,17,6.8,1999,0.0,0.0
194113,0.132643,4250000,0,Blackadder Back & Forth,"['Rowan Atkinson', 'Tony Robinson', 'Stephen Fry', 'Hugh Laurie', 'Tim McInnerny']",Paul Weiland,['Unknown'],33,"['Comedy', 'History']","['Tiger Aspect Productions', 'Sky TV']",1999-12-06,15,6.8,1999,5563474.59802587,0.0
12594,0.50812,2500000,0,Wishmaster 2: Evil Never Dies,"['Andrew Divoff', 'Paul Johansson', 'Holly Fields', 'Bokeem Woodbine']",Jack Sholder,"['killing', 'wish', 'world supremacy', 'capture']",96,"['Fantasy', 'Horror', 'Science Fiction']","['Artisan Entertainment', 'CTV International']",1999-03-12,18,4.9,1999,3272632.1164858,0.0
17709,0.129744,70000000,0,Dudley Do-Right,"['Brendan Fraser', 'Sarah Jessica Parker', 'Alfred Molina', 'Eric Idle', 'Robert Prosky']",Hugh Wilson,"['based on cartoon', 'mountie']",77,"['Comedy', 'Family', 'Romance']","['Universal Pictures', 'Joseph M. Singer Entertainment', 'Davis Entertainment']",1999-08-27,19,3.5,1999,91633699.2616025,0.0
16508,0.127664,0,0,Doug's 1st Movie,"['Thomas McHugh', 'Fred Newman', 'Chris Phillips', 'Constance Shulman']",Maurice Joyce,"['journalism', 'dance', 'daydream', 'friendship', 'pollution']",77,"['Animation', 'Family', 'Comedy']",['Walt Disney Pictures'],1999-03-26,10,5.4,1999,0.0,0.0
29698,0.126159,0,0,Ratcatcher,"['William Eadie', 'Tommy Flanagan', 'Mandy Matthews', 'Michelle Stewart', 'Lynne Ramsay Jr.']",Lynne Ramsay,['woman director'],94,"['Drama', 'Foreign']",['BBC Films'],1999-11-12,10,7.2,1999,0.0,0.0
17870,0.122365,0,0,Chris Rock: Bigger & Blacker,"['Chris Rock', 'Slick Rick']",Keith Truesdell,"['women', 'gun', 'stand-up', 'stand up comedy']",65,['Comedy'],"['Home Box Office (HBO)', 'CR Enterprises', 'Production Partners']",1999-07-10,13,7.4,1999,0.0,0.0
25172,0.107256,0,0,Komodo,"['Kevin Zegers', 'Jill Hennessy', 'Billy Burke']",Michael Lantieri,['Unknown'],90,"['Adventure', 'Horror', 'Thriller']",['Unknown'],1999-01-01,13,4.5,1999,0.0,0.0
10381,0.105168,0,0,Plunkett & MacLeane,"['Jonny Lee Miller', 'Robert Carlyle', 'Liv Tyler', 'Ken Stott', 'Michael Gambon']",Jake Scott,"['railroad robber', 'robbery', 'victorian england', 'thief']",93,"['Drama', 'Action', 'Comedy']","['Arts Council of England', 'PolyGram Filmed Entertainment', 'Working Title Films']",1999-01-22,17,5.9,1999,0.0,0.0
28918,0.100043,0,0,David Copperfield,"['CiarÃ¡n McMenamin', 'Emilia Fox', 'Maggie Smith', 'Daniel Radcliffe', 'Michael Elphick']",Simon Curtis,['Unknown'],185,['Drama'],['British Broadcasting Corporation (BBC)'],1999-12-25,15,7.3,1999,0.0,0.0
64202,0.096582,0,0,Batman Beyond: The Movie,"['Will Friedle', 'Kevin Conroy', 'Michael Ansara', 'Linda Hamilton', 'Sherman Howard']",Curt Geda|Dan Riba|Yukio Suzuki|Butch Lukic,"['cyberpunk', 'super powers']",132,"['Animation', 'Action', 'Family']","['DC Comics', 'Warner Bros. Family Entertainment']",1999-01-10,24,6.4,1999,0.0,0.0
83965,0.083178,0,0,The Thirteenth Year,"['Chez Starbuck', 'Justin Jon Ross', 'Courtnee Draper', 'Dave Coulier', 'Kristen Stewart']",Duwayne Dunham,"['father-son relationship', 'birthday', 'fishing', 'mermaid', 'adopted']",95,"['TV Movie', 'Adventure', 'Comedy', 'Family']",['Unknown'],1999-05-15,12,5.5,1999,0.0,0.0
199620,0.089789,9210000,0,Walking with Dinosaurs,['Kenneth Branagh'],Tim Haines|Jasper James,['Unknown'],180,"['Documentary', 'Animation']","['British Broadcasting Corporation (BBC)', 'Discovery Channel', 'Pro 7', 'TV Asahi', 'France 3 (FR 3)']",1999-10-04,13,7.4,1999,12056376.7171337,0.0
24020,0.10041,0,0,Johnny Tsunami,"['Brandon Baker', 'Yuji Okumoto', 'Mary Page Keller', 'Lee Thompson Young', 'Kirsten Storms']",Steve Boyum,"['surfing', 'sport']",88,"['TV Movie', 'Family', 'Drama']",['Film Roman Productions'],1999-07-24,12,4.9,1999,0.0,0.0
36251,0.19893,0,0,Switching Goals,"['Mary-Kate Olsen', 'Ashley Olsen', 'Kathryn Greenwood', 'Trevor Blumas', 'Joe Grifasi']",David Steinberg,"['sport', 'soccer', 'twins', 'identity swap']",85,"['Comedy', 'Family']","['Warner Bros. Television', 'Dualstar Productions']",1999-12-12,21,4.2,1999,0.0,0.0
43423,0.082451,0,0,Bad ma ra khahad bord,['Behzad Dorani'],Abbas Kiarostami,['vent'],118,"['Drama', 'Foreign']",['Unknown'],1999-09-06,14,5.5,1999,0.0,0.0
10482,0.077584,0,0,Guest House Paradiso,"['Rik Mayall', 'Adrian Edmondson', 'Bill Nighy', 'Kate Ashfield', ""Steve O'Donnell""]",Adrian Edmondson,"['hotel', 'nuclear power station', 'politically incorrect', 'uninvited guest']",89,['Comedy'],['Universal Pictures'],1999-12-03,14,5.6,1999,0.0,0.0
32874,0.064295,0,0,"Sabrina, Down Under","['Melissa Joan Hart', 'Tara Strong', 'Scott Michaelson', 'Lindsay Sloane', 'Nick Bakay']",Kenneth R. Koch,['Unknown'],120,"['Comedy', 'Fantasy']",['Unknown'],1999-01-01,15,4.7,1999,0.0,0.0
34513,0.051594,0,0,George Carlin: You Are All Diseased,['George Carlin'],Rocco Urbisci,"['comedian', 'concert', 'made for cable tv', 'comic', 'stand up comedy']",65,"['TV Movie', 'Comedy', 'Documentary']",['Cable Stuff Productions'],1999-02-06,10,6.9,1999,0.0,0.0
53915,0.034182,0,0,Come te nessuno mai,"['Silvio Muccino', 'Giulia Carmigniani', 'Giuseppe Sanfelice', 'Giulia Steigerwalt', 'Luca De Filippo']",Gabriele Muccino,['Unknown'],90,"['Comedy', 'Drama', 'Foreign']","['Rai Cinemafiction', 'Fandango', 'Mikado Film']",1999-10-01,18,5.2,1999,0.0,0.0
40863,0.044502,0,0,æˆé¾çš„ç‰¹æŠ€,"['Jackie Chan', 'Ken Lo', 'Bradley James Allan', 'Anthony Carpio', 'Mars']",Jackie Chan,"['martial arts', 'stunt', 'behind the scenes']",94,['Documentary'],"['Media Asia Films Ltd.', 'Jackie Chan Group']",1999-03-30,11,6.9,1999,0.0,0.0
17681,0.043438,0,0,Scooby-Doo! and the Witch's Ghost,"['Scott Innes', 'Mary Kay Bergman', 'Frank Welker', 'B. J. Ward', 'Kimberly Brooks']",Jim Stenstrum,['crime solving'],70,"['Animation', 'Comedy']",['Hanna-Barbera Productions'],1999-11-05,24,6.8,1999,0.0,0.0
310154,0.038156,0,0,Storm of the Century,"['Timothy Daly', 'Debrah Farentino', 'Julianne Nicholson']",Craig R. Baxley,"['snow storm', 'stephen king', 'mysterious stranger']",257,"['Thriller', 'Horror']",['Unknown'],1999-02-14,23,5.2,1999,0.0,0.0
185789,0.181712,0,0,Mulholland Dr.,"['Justin Theroux', 'Naomi Watts', 'Laura Harring', 'Ann Miller', 'Robert Forster']",David Lynch,['pilot'],88,"['TV Movie', 'Drama', 'Mystery', 'Romance']","['Imagine Television', 'Picture Factory']",1999-01-01,15,5.9,1999,0.0,0.0
31524,0.015074,0,0,Sarfarosh,"['Naseeruddin Shah', 'Aamir Khan', 'Sonali Bendre', 'Mukesh Rishi']",John Mathew Matthan,['Unknown'],162,['Foreign'],['Unknown'],1999-04-30,12,7.0,1999,0.0,0.0
13931,1.125434,0,0,Mike's New Car,"['Billy Crystal', 'John Goodman']",Pete Docter|Roger Gould,"['pixar animated short', 'car']",4,"['Animation', 'Family']",['Pixar Animation Studios'],2001-12-31,82,6.8,2001,0.0,0.0
15167,1.046249,0,0,Barbie in the Nutcracker,"['Kelly Sheridan', 'Kirby Morrow', 'Tim Curry']",Owen Hurley,"['musical', 'barbie', 'ballet']",76,"['Animation', 'Family']",['Rainmaker Entertainment'],2001-09-30,73,6.5,2001,0.0,0.0
18269,0.993311,0,0,Lady and the Tramp II: Scamp's Adventure,"['Scott Wolf', 'Alyssa Milano', 'Chazz Palminteri', 'Jeff Bennett', 'Jodi Benson']",Darrell Rooney|Jeannine Roussel,"['initiation', 'cartoon dog', 'dogcatcher', 'dog pound', 'firefly']",69,['Animation'],"['Walt Disney Pictures', 'Walt Disney Animation Australia', 'DisneyToon Studios', 'Walt Disney Television Animation']",2001-02-18,126,5.8,2001,0.0,0.0
11232,0.883228,0,0,Kate & Leopold,"['Meg Ryan', 'Hugh Jackman', 'Liev Schreiber', 'Breckin Meyer', 'Natasha Lyonne']",James Mangold,"['lover (female)', ""love of one's life"", 'time travel', 'kiss', 'past']",118,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']","['Miramax Films', 'Konrad Pictures']",2001-12-25,248,5.8,2001,0.0,0.0
11467,0.878720999999999,0,0,America's Sweethearts,"['Julia Roberts', 'Billy Crystal', 'Catherine Zeta-Jones', 'John Cusack', 'Hank Azaria']",Joe Roth,"['film business', 'film producer', 'wife husband relationship', 'fictitious marriage', 'married couple']",102,"['Comedy', 'Romance']","['Columbia Pictures', 'Revolution Studios', 'Roth-Arnold Productions']",2001-07-17,153,5.4,2001,0.0,0.0
467,0.718104,0,0,The Hole,"['Thora Birch', 'Desmond Harrington', 'Keira Knightley', 'Laurence Fox', 'Daniel Brocklebank']",Nick Hamm,"['jealousy', 'obsession', 'claustrophobia', 'bunker', 'thirst']",102,"['Crime', 'Drama', 'Horror', 'Thriller']","['Cowboy Films', 'Film Council', 'Granada Film Productions', 'Impact Pictures', 'PathÃ© Pictures International']",2001-04-20,92,6.2,2001,0.0,0.0
10596,0.711201,17000000,0,Replicant,"['Michael Rooker', 'Jean-Claude Van Damme', 'Ian Robison', 'Catherine Dent', 'Paul McGillion']",Ringo Lam,['Unknown'],100,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['Artisan Entertainment', '777 Films Corporation', 'Millennium Films']",2001-05-11,48,4.8,2001,20935297.9837953,0.0
10829,0.705609,0,0,Tremors 3: Back to Perfection,"['Michael Gross', 'Shawn Christian', 'Susan Chuang', 'Charlotte Stewart', 'Ariana Richards']",Brent Maddock,"['small town', 'graboids', 'shriekers', 'tourist attraction', 'toy car']",104,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']","['Stampede Entertainment', 'Universal Family and Home Entertainment']",2001-10-02,67,5.2,2001,0.0,0.0
2144,0.698060999999999,0,0,One Night at McCool's,"['Matt Dillon', 'Liv Tyler', 'Mary Jo Smith', 'Michael Douglas', 'Paul Reiser']",Harald Zwart,"['conspiracy of murder', 'neo-noir']",93,"['Action', 'Comedy', 'Crime']",['USA Films'],2001-04-19,37,5.5,2001,0.0,0.0
22643,0.682227,0,0,Mickey's House of Villains,"['Wayne Allwine', 'Tony Anselmo', 'Jeff Bennett', 'Susanne Blakeslee', 'Corey Burton']",Jamie Mitchell,"['mickey mouse', 'wretch']",70,"['Animation', 'Family']",['Unknown'],2001-11-15,25,6.4,2001,0.0,0.0
12658,0.6649,23000000,0,Someone Like You...,"['Ashley Judd', 'Greg Kinnear', 'Hugh Jackman', 'Marisa Tomei', 'Ellen Barkin']",Tony Goldwyn,"['feminism', 'cohabitant', 'tv show', 'man-woman relation', 'man between two women']",97,"['Comedy', 'Romance']","['Fox 2000 Pictures', 'Lynda Obst Productions']",2001-03-30,73,6.0,2001,28324226.6839584,0.0
9378,0.648659,0,0,Thir13en Ghosts,"['Tony Shalhoub', 'Embeth Davidtz', 'Matthew Lillard', 'Shannon Elizabeth', 'Matthew Harrison']",Steve Beck,"['hunter', 'nanny', 'nudity', 'collector', 'house']",91,"['Horror', 'Thriller']","['Columbia Pictures Corporation', 'Dark Castle Entertainment', 'Warner Bros.', '13 Ghosts Productions Canada Inc.']",2001-10-26,221,5.2,2001,0.0,0.0
21448,0.624372,0,0,Mickey's Magical Christmas: Snowed in at the House of Mouse,"['Wayne Allwine', 'Tony Anselmo', 'Carlos Alazraqui', 'Jeff Bennett', 'Jodi Benson']",Tony Craig|Rick Schneider-Calabash|Roberts Gannaway,"['holiday', 'narration', 'compilation']",65,"['Animation', 'Family', 'Comedy']",['Walt Disney Studios Home Entertainment'],2001-11-06,28,6.4,2001,0.0,0.0
11457,0.605248,18000000,0,Life as a House,"['Kevin Kline', 'Kristin Scott Thomas', 'Hayden Christensen', 'Jena Malone', 'Mary Steenburgen']",Irwin Winkler,"['father-son relationship', 'house', 'cancer', 'drug', 'divorce']",125,['Drama'],['New Line Cinema'],2001-10-25,60,7.0,2001,22166786.1004891,0.0
6440,0.605017,0,0,The Shipping News,"['Kevin Spacey', 'Julianne Moore', 'Cate Blanchett', 'Judi Dench', 'Pete Postlethwaite']",Lasse HallstrÃ¶m,"['sex', 'adultery', 'based on novel', 'fishing', 'isolation']",111,"['Drama', 'Romance']",['Miramax Films'],2001-12-18,48,6.3,2001,0.0,0.0
1548,0.580121,0,0,Ghost World,"['Thora Birch', 'Scarlett Johansson', 'Steve Buscemi', 'Brad Renfro', 'Bob Balaban']",Terry Zwigoff,"['high school friends', 'art class', 'record collector', 'plaster', 'personal ad']",111,"['Comedy', 'Drama']","['Jersey Films', 'Granada Film Productions', 'Capitol Films', 'Mr. Mudd Production', 'United Artists Pictures']",2001-07-20,204,6.9,2001,0.0,0.0
10050,0.560135,10000000,0,Get Over It,"['Kirsten Dunst', 'Ben Foster', 'Melissa Sagemiller', 'Colin Hanks', 'Zoe Saldana']",Tommy O'Haver,"['theatre play', 'theatre group', 'high school', 'falling in love']",87,"['Comedy', 'Romance']",['Miramax'],2001-03-08,39,5.6,2001,12314881.1669384,0.0
10833,0.555793,35000000,0,Heartbreakers,"['Sigourney Weaver', 'Jennifer Love Hewitt', 'Ray Liotta', 'Gene Hackman', 'Jason Lee']",David Mirkin,['cons and scams'],123,"['Crime', 'Comedy', 'Romance']","['Davis Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",2001-03-23,144,5.6,2001,43102084.0842845,0.0
25587,0.51549,0,0,The Land Before Time VIII: The Big Freeze,"['John Ingle', 'Rob Paulsen', 'Thomas Dekker', 'Anndi McAfee', 'Jeff Bennett']",Charles Grosvenor,['Unknown'],75,"['Adventure', 'Animation', 'Family']",['Universal Cartoon Studios'],2001-12-04,15,6.1,2001,0.0,0.0
16300,0.493547999999999,0,0,Down to Earth,"['Chris Rock', 'Regina King', 'Chazz Palminteri', 'Eugene Levy', 'Frankie Faison']",Chris Weitz|Paul Weitz,['Unknown'],87,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']","['Paramount Pictures', 'Alphaville Films']",2001-02-16,51,4.7,2001,0.0,0.0
6007,0.478397,0,0,Elling,"['Per Christian Ellefsen', 'Sven Nordin', 'JÃ¸rgen Langhelle', 'Marit Pia Jacobsen', 'Per Christensen']",Petter NÃ¦ss,['mentally disabled'],89,"['Comedy', 'Drama']",['Maipo Film- og TV Produksjon'],2001-03-16,27,6.6,2001,0.0,0.0
15024,0.467592,0,0,The Mists of Avalon,"['Anjelica Huston', 'Julianna Margulies', 'Joan Allen', 'Samantha Mathis', 'Caroline Goodall']",Uli Edel,['Unknown'],183,"['Drama', 'Fantasy']","['Wolper Organization', 'Turner Network Television (TNT)', 'Constantin Film Produktion', 'Warner Bros.', 'Stillking Films']",2001-07-15,23,6.0,2001,0.0,0.0
28635,0.455335,0,0,Wishmaster 3: Beyond the Gates of Hell,"['John Novak', 'A.J. Cook', 'Tobias Mehler', 'Jason Connery', 'Emmanuelle Vaugier']",Chris Angel,"['sequel', 'djinn', 'lifting person in air']",89,['Horror'],"['Overseas FilmGroup', 'GFT Entertainment', 'Artisan Entertainment', 'Blue Rider Pictures', 'Paquin Entertainment Group']",2001-10-23,15,4.1,2001,0.0,0.0
14034,0.455072,45000000,0,What's the Worst That Could Happen?,"['Martin Lawrence', 'Danny DeVito', 'John Leguizamo', 'Glenne Headly', 'Carmen Ejogo']",Sam Weisman,"['business man', 'master thief', 'thief', 'ring']",94,"['Action', 'Comedy']",['Metro-Goldwyn-Mayer (MGM)'],2001-05-31,31,5.1,2001,55416965.2512229,0.0
2779,0.446532,0,0,The Curse of the Jade Scorpion,"['Woody Allen', 'Helen Hunt', 'John Tormey', 'John Schuck', 'Elizabeth Berkley']",Woody Allen,"['hypnosis', 'independent film']",103,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']","['DreamWorks SKG', 'Gravier Productions']",2001-08-05,77,6.1,2001,0.0,0.0
10706,0.4396,10000000,0,Mimic 2,"['Bruno Campos', 'Alix Koromzay', 'Will Estes', 'Edward Albert', 'Gaven E. Lucas']",Jean de Segonzac,"['beach', 'mutation', 'transformation', 'aggression by animal', 'cockroach']",82,"['Horror', 'Science Fiction', 'Thriller']","['Neo Art & Logic', 'Dimension Films']",2001-07-17,19,4.5,2001,12314881.1669384,0.0
10778,0.438395,0,0,The Man Who Wasn't There,"['Billy Bob Thornton', 'Frances McDormand', 'Michael Badalucco', 'James Gandolfini', 'Scarlett Johansson']",Joel Coen,"['hairdresser', 'small town', 'con man', 'insurance fraud', 'encounter']",116,"['Crime', 'Drama']",['The KL Line'],2001-05-13,153,7.1,2001,0.0,0.0
10796,0.427875,49000000,0,The One,"['Jet Li', 'Jason Statham', 'Carla Gugino', 'Delroy Lindo', 'James Morrison']",James Wong,['dual identity'],87,"['Action', 'Science Fiction', 'Thriller']","['Columbia Pictures', 'Revolution Studios']",2001-11-02,259,5.5,2001,60342917.7179983,0.0
9104,0.427146,15000000,0,Buffalo Soldiers,"['Joaquin Phoenix', 'Ed Harris', 'Scott Glenn', 'Anna Paquin', 'Elizabeth McGovern']",Gregor Jordan,"['germany', 'corruption', 'sex', 'based on novel', 'investigation']",98,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']","['Grosvenor Park Films LLP', 'Film4', 'Good Machine']",2001-09-08,45,6.6,2001,18472321.7504076,0.0
19076,0.403778,0,0,The Affair of the Necklace,"['Hilary Swank', 'Simon Baker', 'Christopher Walken', 'Hayden Panettiere', 'Jonathan Pryce']",Charles Shyer,"['marie antoinette', 'revenge']",118,"['Drama', 'History']",['Alcon Entertainment'],2001-11-20,12,5.3,2001,0.0,0.0
59940,0.390268,0,0,Zebra Lounge,"['Kristy Swanson', 'Stephen Baldwin', 'Brandy Ledford', 'Cameron Daddo', 'Dara Perlmutter']",Kari Skogland,"['sex', 'obsession', 'nudity', 'fantasy', 'marriage']",93,['Thriller'],['Alliance Atlantis Communications'],2001-10-04,10,4.0,2001,0.0,0.0
1999,0.390152,1700000,0,In the Bedroom,"['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl', 'Marisa Tomei', 'William Mapother']",Todd Field,"['age difference', 'fishing', 'arbitrary law', 'conductor', 'ex husband']",130,"['Drama', 'Thriller']","['Miramax Films', 'GreeneStreet/SKE Films']",2001-11-23,33,5.6,2001,2093529.79837953,0.0
13403,0.382563,0,0,Hedwig and the Angry Inch,"['John Cameron Mitchell', 'Michael Aronov', 'Andrea Martin', 'Miriam Shor', 'Stephen Trask']",John Cameron Mitchell,"['transvestism', 'gay', 'sex', 'transgender', 'glam rock']",95,"['Comedy', 'Music']",['Unknown'],2001-07-20,43,7.2,2001,0.0,0.0
9991,0.381873,0,0,Mean Machine,"['Vinnie Jones', 'David Kelly', 'David Hemmings', 'Ralph Brown', 'Vas Blackwood']",Barry Skolnick,"['prison', 'sport', 'amateur soccer', 'soccer coach']",99,"['Comedy', 'Drama']",['SKA Films'],2001-12-26,80,6.1,2001,0.0,0.0
14543,0.363073,0,0,The Matrix Revisited,"['Keanu Reeves', 'Hugo Weaving', 'Laurence Fishburne', 'Carrie-Anne Moss']",Josh Oreck,"['behind the scenes', 'fan culture', 'visual effect']",123,['Documentary'],['Unknown'],2001-11-19,44,6.5,2001,0.0,0.0
56715,0.356425,0,0,Just Visiting,"['Jean Reno', 'Christina Applegate', 'Christian Clavier', 'Matt Ross', 'Tara Reid']",Jean-Marie PoirÃ©,"['remake', 'alternate history', 'dragon', 'remake of french film', 'alternate timeline']",88,"['Comedy', 'Fantasy', 'Science Fiction']","['Gaumont', 'Hollywood Pictures', 'Bruin Grip Services']",2001-04-06,95,4.7,2001,0.0,0.0
16229,0.352726,0,0,Prozac Nation,"['Christina Ricci', 'Jason Biggs', 'Anne Heche', 'Michelle Williams', 'Jonathan Rhys Meyers']",Erik SkjoldbjÃ¦rg,"['depression', 'harvard university', 'rolling stone', 'writer', 'therapy']",95,['Drama'],['Unknown'],2001-09-08,36,6.0,2001,0.0,0.0
28171,0.350862,0,0,Safar e Ghandehar,"['Ike Ogut', 'Nelofer Pazira', 'Hassan Tantai', 'Sadou Teymouri', 'Hoyatala Hakimi']",Mojtaba Mirtahasebi|Kaveh Moinfar|Mohsen Makhmalbaf,"['islam', 'middle east', 'refugee', 'afghanistan', 'famine']",85,"['Drama', 'Foreign']",['Bac Films'],2001-05-11,11,4.5,2001,0.0,0.0
